ID,CENTER,DOORS,LINK1,LINK2,LINK3,LINK4,LINK5,LINK6
ROW4163,Blank,"5",DPCHBPH,CPHBCBT,BHTTSHH,BDBSBPC,DDCHBTH,PBCBHCC
ROW4164,Blank,"6",BPSBCTP,BSBTBCT,BPCCCBD,SCPCTDB,DBDTCTT,TSBSBCP
ROW4165,Blank,"2,4,6",PHBHSTC,CHCHHHC,DCSBDSD,STHSSHB,SBSSHHH,PSBCBHD
ROW4166,Blank,"5",BSCHCHS,CBTHPTD,TBTCTBD,CCTCDCC,CBSPHTH,BPBHSTP
ROW4167,Blank,"5",STBBHTP,PPPTPDB,SSTHBSC,PSBBPBC,BBSDDSP,STBBBSD
ROW4168,Blank,"5",HHHBTSP,PSTCPPB,BHHTBSH,BTSPHDH,HPSSHSC,DHSHTSP
ROW4169,Snake,"2,5",THDBSHT,CBHBSDS,TBTSBCD,TSCPSBC,BHCBTBS,CDDTSCT
ROW4170,Blank,"2",DSSTPSH,DTHPHSS,HHBSCHB,PCHBDST,PHHBSDH,SSSTSPT
ROW4171,Blank,"3,6",BDDCTTC,SBBTDHP,TDPHTCD,DHPHHTT,DDPPDCD,DHPTBHB
ROW4172,Blank,"3,4",DHSSCBD,PSDHCDD,HSDSDST,BTHHSTS,DBCBTCD,SCPPDPS
ROW4173,Blank,"2,4",PHCBSDC,CCBTBHB,SDHHBHT,CPHCSBP,BHPCBCD,HBTCTHS
ROW4174,Blank,"3,5",TCSPCDH,TTDCTHD,PBCPDBD,STPDBBS,CCBTBHB,PDBDTPD
ROW4175,Blank,"2",SDBHPSB,BBPDPBT,CDPBSSS,DHCBHCB,HTBHHSH,HCPSHDP
ROW4176,Blank,"6",SPSPHCS,SHHCCDC,HBPSTBC,DDBDPBT,DDCSTBS,PHDPSSD
ROW4177,Blank,"2,3,6",TBCHTSH,TTBBPSB,PTCPPHT,CDDHHSD,BPPSTHP,HTHPHCP
ROW4178,Blank,"3,5",BSBDTTP,DCSBSSS,PDHPCSD,TPCPBTH,BSSSCBB,CHDTBPS
ROW4179,Blank,"2,3,4",STTTTDB,DPSPBBC,CCSHCBC,TDTPPHH,PCSHDTH,SBBCPDH
ROW4180,Plus,"3,6",CSDPCTP,CDTTHPS,THTSDTP,CTCPCHT,SPCDHCP,BSBBDPT
ROW4181,Blank,"1,4",PDPHSPB,PHTBSHP,SBHPCHD,DCHBBSS,PSHPHBH,HTHTTHB
ROW4182,Blank,"5",TPBPHHD,DSBSTHP,TCBDTBS,CPSPTPC,DCHSTBS,HBSHPPD
ROW4183,Blank,"3,4",SPDHDPC,TCTHBDB,DTSDBHD,CHPSHBC,PHDCCHD,SCTPBBP
ROW4184,Blank,"6",TBPBDHT,BBBBBBB,BBBBBBB,DCPHCHT,PCSPHTB,DSHCSTD
ROW4185,Blank,"2,3,5,6",CDTPTTP,DTSCDTT,HBTBSBC,CHPDBDS,THTBHCT,PPPHTSB
ROW4186,Blank,"2,6",HTSTBDP,HTHSHCD,TSHSDTT,HHDCCCB,BDPSPST,DCPDPTB
ROW4187,Blank,"3",BCBTDSD,BSCHDCH,BCCHPBC,PCTTHCH,CDHSSSS,HTPPPPP
ROW4188,Blank,"4,6",CTSPPDC,PHSHBHC,PBTPSHT,BPPBHPC,BCTSCTS,DCPDHPP
ROW4189,Blank,"1,2,4",DPCBHDS,CSTHCHT,SDHDDDD,HBPDDTB,BSHPDTD,SDSDTHC
ROW4190,Blank,"5,6",HBHPCDD,HTDSTDD,SDSPPBC,TDHSTBC,BSTDTSB,HTTTDCT
ROW4191,Snake,"1",PDDHTBH,HTTTHBB,TBTBPBC,TCPBHHB,HDHHTPP,DPPBSTD
ROW4192,Blank,"6",CCDDBSB,CTPBBDT,HDPPBBB,TPTHCSD,HTBCHPD,HPDDHTB
ROW4193,Blank,"2",PDPTTDB,DBPPHCS,PDPSBTD,PTCPDBB,DSCPBHT,TSPTTSS
ROW4194,Blank,"4,6",HDCSDPC,HPPDHSS,TSBHSDP,PBCDHDB,HBDBPHP,BCPCTBC
ROW4195,Blank,"5",STBCPDC,HCHHHHS,STBHSSP,HSPBDPP,DDPHBPT,CPPSHDT
ROW4196,Blank,"3",BTSCHDS,PDSDPSH,TTPBSHC,STSHHPB,HDTTBDT,PCTHSTD
ROW4197,Snake,"2,5,6",HSHPHHT,BDDDDCC,PSBBSHH,DPPHPHD,SSSBCSD,DBSCDDT
ROW4198,Blank,"6",SPSHPHS,PTTSSPC,BCHCSSH,HHCHPPH,SPDPHCC,PBPHPSC
ROW4199,Blank,"2,5",SBPSSSB,DCTCTCT,TCBTSPT,HTCSHPB,CDTSDHP,HHHCHHS
ROW4200,Blank,"2,3,5",BSTPBDD,HDHCHTD,TCPTHBH,HHTTHDD,BHPDDPH,TBBBHTD
ROW4201,Blank,"3,4",TTBPTBP,CTHTCDH,DBPDSDH,PSPPDPP,PHBBDPT,HDPCTTP
ROW4202,Blank,"1,6",SBSSBCS,HHTSSSC,BBBPPDH,TTDDPPH,HHTTBTS,HHPDPBS
ROW4203,Blank,"3,5,6",PBDTPDT,SDPTCTD,DHPHPCD,PHDPDCD,THHHCCP,BBSCDBT
ROW4204,Blank,"2",DHPPBCS,PPCBHBB,SDHCHSP,CDHDCCB,BSCCHPT,PBHDTPD
ROW4205,Blank,"3,6",DCCDHBH,DTHDDHH,HCTDSDS,DDHHPBS,DDPPDBB,HSDBCSC
ROW4206,Hex,"3,5",DBSDHCD,BHCCBBP,DCSDCBP,CHSSCCB,SPPBTSC,HPSPSST
ROW4207,Clover,"2,4",BCSCTTH,HTTDCDH,TBPPSPB,HSTCDHP,BDCDDTT,DTSDPCB
ROW4208,Blank,"2,4",DDPBSCD,DDSHPCS,CTDBDPD,CCHPDBP,HDTPPHT,BSCCHHS
ROW4209,Diamond,"1,3,4,5",PTCPTCT,HHCBPHS,CPHTSPD,PCBBTSC,TCBBCDT,DSHDBPD
ROW4210,Blank,"3,6",BDTHPPT,PSBHSBP,DBTDCCH,PDBSTHD,TDTTBSP,HDBDHCB
ROW4211,Blank,"5",DDSSBDH,SDHTDPS,TBSHHHS,BCSHHHB,CCDBBHB,PDPHBBD
ROW4212,Diamond,"3,4",HPCPBSB,SHSHTPH,DPHCCSS,HCSSCSB,CSHPPBP,BDDHPDH
ROW4213,Blank,"2,5",SSBPPHD,CDDBHCP,DSPTPHB,PCBDTCC,BBTPDSP,CPHPBDT
ROW4214,Blank,"2,3,6",PDSSSCC,TPTSPCP,BPPSSTH,SDHDTTB,PBBCDCD,SCBPHBT
ROW4215,Plus,"2",DPBDSSS,HSPCTTH,PHTCPTB,SHCHCTS,SSSSPPC,BBHDSSC
ROW4216,Blank,"1",HBCPBPP,DTBDTBT,BTPBCTT,BDPHCBP,CTHBSPH,SDTSBCD
ROW4217,Blank,"3,5",DBPPPDP,HDBTCTT,DSDDTTS,SCBBTHT,BPSTBBH,SPBCDCS
ROW4218,Blank,"2,3,6",HPDBTTD,PPTPPDT,BCPCTBC,HCBBCHT,DBDBSDC,SDHCPSB
ROW4219,Hex,"2,3,5",TBHBHTB,BSDCTHH,DPSSDBD,DCHBBDP,DPPCCHT,HHPDPDS
ROW4220,Plus,"2,5",SCTCBPT,DSTSHTH,PCSDTBB,CDHSHDD,CTPCDPC,HBHHSBB
ROW4221,Hex,"3",BBCHBPP,PDDTDBP,BPPTDBP,BSHBCPH,CDDDCBC,BDCBBPP
ROW4222,Blank,"2",PCCTTTT,HTDHHDH,TTPHCBP,BDTHBDD,TSCCTBC,CTHSDTD
ROW4223,Diamond,"5",HDTCDBT,CSCBCDH,HSSTSBB,CTHBPBC,DBBDPHS,STCDTCC
ROW4224,Diamond,"5",PTHCPBP,PPTDPBH,TDPCHSH,BSHSDDD,BBBDTHC,SPSHHTC
ROW4225,Blank,"3",DSHTTSB,DTSSHSH,DSSTBHD,DCDHHSH,BBDSPCD,BTDTCSC
ROW4226,Blank,"3",PTBPDDC,DPSCDTD,TCDHDCD,PSTPCSC,SSCDBTS,DCTHTDH
ROW4227,Blank,"4,5,6",DTCSBTP,HSHPBSH,THBCBPC,SHTCPBT,HHDBHDS,SDTHCSD
ROW4228,Blank,"6",HSBHPPH,TBHTSDD,BCBPBHP,TPPHSPH,CTPDDPH,PTTHCPC
ROW4229,Blank,"1,3,4",CCDTBTT,DTDDPSS,DCBCSBT,CPCPCTT,BBBBBBB,BBBBBBB
ROW4230,Blank,"5,6",PHBBCTC,PBDTDSC,DHTTPTT,DDCSSTD,BCSSTHH,PSDCPTB
ROW4231,Clover,"6",PPHHDSB,CDCHDHC,CDPCSCB,TSCBCBH,BPBHBDH,SBTTBBD
ROW4232,Clover,"4",SPSPTBT,SCBHHTS,HTBSTCS,CDSBBPT,PTTBTPB,HSHBHDB
ROW4233,Blank,"2,6",PDBPBCS,SSBHDBT,TTSBPDS,TCHDTCD,BSBBPBD,TPTBCPH
ROW4234,Blank,"2",HPHHHCC,CBDTHDC,BBCSBHT,TTBSDHT,STHHPTH,TDCHTBS
ROW4235,Snake,"6",DTSCDHS,CDDSTCT,SCCPDPP,HCCTDHD,BSHDSCS,SCTCCCT
ROW4236,Blank,"1,5,6",TBHCPTT,BDHDDTS,DCCSHTT,SSTSDTS,CCDBDBP,CPTBTBD
ROW4237,Blank,"2,3",HCPHDSC,TPHCDDB,HPPBBSB,PSPDBBH,DHSTBSC,SDCDPPC
ROW4238,Blank,"2,4,6",DCPSHTH,PCTCCPS,PTSSBSS,CPBSPBB,BDBDHBD,CTSTHDH
ROW4239,Blank,"2,5",CDPTCHP,CDSCHSC,THHHDBT,TDTTTHT,CHSDHHP,BTHCHSD
ROW4240,Blank,"2,6",DDTPPSC,SPPSHHC,SCHDDPP,HPCDSTC,CSPHPBH,TTHPTCH
ROW4241,Blank,"3,5",CPSCDBP,DHPHDTP,DDHSCTP,THPTDTH,PHBCSDB,DDCDCST
ROW4242,Blank,"1,2,3",TTPTBPB,PDTSDTC,TTTTPDC,DBBDBSB,PSCSSCT,DPSTSDD
ROW4243,Blank,"6",HSBPTHP,BCSCHHD,HBHHDST,TCPDHBC,DPCHBCC,BTPCHBH
ROW4244,Blank,"1",TCDTBSH,PCHPBSP,SSHDBTH,TPTPBSH,BBBBBBB,BBBBBBB
ROW4245,Blank,"1,5",BHCSHDH,HDBDHSD,CSSTBBP,HSHCCHH,PBTHBDC,HHDBBDH
ROW4246,Blank,"2,4",HTCSCHC,DBPPPBP,TTDDCTB,PBCTBST,PPTCHPT,SDPSCHD
ROW4247,Hex,"1",BSBPTPC,SDTSDPP,HPBHTDB,HTPTPSH,CHTTDDH,PTBCBHC
ROW4248,Blank,"5,6",DSCPHPS,SPTBHBS,PTBDDSH,HCCPHSP,TDCTBHC,BTSPPHP
ROW4249,Blank,"1,2,5",HBCTCDP,TDSPDHC,PTBCBHB,PTDDDTP,CDTCBBH,HPTDCHB
ROW4250,Blank,"2,5,6",DBPHSPH,TDTTBTS,SPTTDDP,HTCBPPT,BDSCBTP,HBDPCHB
ROW4251,Blank,"2,3,5",BCHHDTS,HPHTDBP,PHTCPDS,TCBDDCS,BHSCTTB,TCCSTCB
ROW4252,Blank,"3,5",HDCCBPP,BDCDSHS,TPTBCPH,BCTTBHD,PCSHCSC,BCPBCPP
ROW4253,Blank,"2",CPDCCTT,BHTBDBT,HSHPBTS,CBHPCSP,BPCTTPH,PTSSBSS
ROW4254,Blank,"2,6",SCDHHHD,BBHHPST,BCHCDTT,HCDTPPS,DTHBCHB,DPDHBBB
ROW4255,Blank,"1",CBBTBTC,SHHSPTC,HBSHPPD,TPTCPPB,DCTPSCH,BHDPBPC
ROW4256,Clover,"2,4",HHCHSDH,CSTSCDC,CHBHPPC,BHCSHDH,DSCTBDD,TDHSTPT
ROW4257,Blank,"2,3,4,6",HCTTPHT,DDCPSCB,CTDHDSD,TSPDCPP,CCHTPSH,CBSDDSP
ROW4258,Blank,"1",CPBCDDH,TCDPBHS,SPCCBDD,TDDBBTC,PBPCDTC,TCCPDPT
ROW4259,Hex,"3",BBBBBBB,BBBBBBB,TDCPCPB,HBBDPHS,HDBCHDT,BBBBBBB
ROW4260,Blank,"5",BCHTCDB,DBDBSTH,SSBTCDS,BPBTSHB,CCDCBCD,TBPDBDS
ROW4261,Blank,"1,3",BDBBPPD,CHCBDPC,CPTCCBS,TDSHPBS,BBBBBBB,BBBBBBB
ROW4262,Blank,"2,3,6",BPDDBBH,PPBTBBP,PCCHHBB,PBCSHSS,HPHSBSH,SHDSDHD
ROW4263,Blank,"5",CDHHTTH,BBBBBBB,BBBBBBB,TTTDCCB,PBSTHSP,DBSHHHP
ROW4264,Blank,"2,5,6",CPPTCTH,BTPHHHH,DHTPDTT,CDHCPCH,CPCBCTC,CPCSHDC
ROW4265,Blank,"2,3,5,6",DCPCBSD,BSTDTSB,TSTTCTH,SBTPDTT,CTPSSBH,PSPSSDC
ROW4266,Plus,"3,4,6",DCTBPBT,SBBCTPT,SDHSSDP,HHSPPDC,BCHCPDH,HBCTCBH
ROW4267,Diamond,"2,3,5",CSDSBDS,CDDTSHS,SSHCCPS,CHPBBSH,HSSPBCC,HHDCDSP
ROW4268,Blank,"2,5",BSPHTBS,BCSBTBS,BPSTSPH,PHPSBBC,DPDSCSC,HDCTDHB
ROW4269,Blank,"2,4",CBHDTHS,DDHHCDD,CPPSHDT,SPHDSDS,HHHPHBS,BHDHHTC
ROW4270,Blank,"5,6",HTHCCST,PPSDTTB,BSSBSPC,BBPHDSC,CBDPTTS,DBTSCTS
ROW4271,Blank,"2,6",DHCTHSS,PBPSSPS,HCPHCPD,HBTCCSP,HPCPTCT,PCSPHPC
ROW4272,Clover,"2,3",DPBCPHH,DHCSSPH,TCPSCSB,DCSTBCH,SHBHBTS,SBTPCHB
ROW4273,Blank,"1,2,5",DSSPTDC,THBPSPP,SBPSHDS,CCDBTDD,CPSHBDD,TBTDSPP
ROW4274,Blank,"2,3,6",DSSSBBD,PTBTCHH,DDTSHCS,BSPDDBP,CPHBTBS,TTCPBST
ROW4275,Blank,"1,4",HBTPSBS,CHDCHPH,CPHCSSC,PDTPHBD,HPHDTBS,SHHHBPB
ROW4276,Hex,"1,3,5",HCCSHPT,CHCTPDB,CHTBCCS,PHHDPPS,TPTBBDT,TCSSBST
ROW4277,Blank,"1,4,6",HDPTTTH,CHTCDHT,DHBSPPS,HTPBHHH,HCCSCHC,PCHPDHB
ROW4278,Blank,"5",HSBSHBP,THBDSDC,DSHTTCS,PPHCHHH,SPHHDCC,PHSTHPH
ROW4279,Blank,"2,4",HSPBDPP,DPPPSDC,CSHBTSB,BCDCPDD,SPDPHDT,CDCPPDC
ROW4280,Blank,"1,3",HSPPTDT,CCCTDPB,CTCSBSB,BBBBBBB,CSPTHHP,TDBSTHC
ROW4281,Blank,"6",PCBTDCT,CCSPDDT,DHHDHDT,CDCTPTH,CPBHBSB,SCTCTPC
ROW4282,Blank,"4",PCHPTPB,CBSCSHD,BTDTTSC,TDDBHCT,PHCHDCC,THTPDBC
ROW4283,Blank,"1,2,6",PCPSCPS,BBDTBBH,CPSSSCD,SPCPBSB,DTSDBCB,DHCPPSS
ROW4284,Blank,"6",PCSCTTT,CCTDPPH,DTPBCCH,PHTTDCH,BSDBDDH,SPSPHHT
ROW4285,Hex,"1,4",PDDSHSD,DTPSSTB,CPTTHBP,SCHCCSB,CCTDTBP,BBBPPDH
ROW4286,Blank,"1,3",PTDBSDH,HSCPPBP,DBTSCTS,PPSSHDT,HSPTDTC,PPBTTCP
ROW4287,Blank,"2,5",SDHSDSB,DDPPBHD,CHBPHPH,SSDHHHC,BHHBDCP,TPBSBHP
ROW4288,Blank,"3",SDHTHSD,CHTCHDS,HCSBTSP,SCHTTCB,HPPHSCT,DSTPDSC
ROW4289,Blank,"2,3",SHSCCDP,BPPPTCD,TBDBCDP,HHPHSDP,TTHSPHS,CCBCBBS
ROW4290,Blank,"2,3",SHSDPCB,BTCPCTD,TPCBTPH,DHSDBBP,PCSHBHB,HCDDHPD
ROW4291,Blank,"3,5",SPHSSDB,CHSCHDT,PPPTSBP,PPTPPBT,PSSSHBB,BHSHDDD
ROW4292,Blank,"3,6",STPCBHH,DTHDPTT,CBPHDST,BBTDDSC,CHDDDBP,TPTDHDB
ROW4293,Blank,"4",TSPCCPB,DCCPDBD,CCBDBPD,TPHCDBT,BCTCPPB,DDHDHBD
ROW4294,Blank,"2,3,4",BTTPPBC,HHCPCPS,PTSDSCP,CHSHHBS,BBBBBBB,BBBBBBB
ROW4295,Diamond,"3,5",DTTPDDP,PBSBCTB,DCSHHSP,HPBCSSC,DPCBDTP,DSCPHDB
ROW4296,Clover,"4",BBBBBBB,BBBBBBB,CPSHHDH,SSTHTPD,HSHCPTH,BBBBBBB
ROW4297,Blank,"1,2",BDSBSHH,DSTPSCT,HSBTBDD,DPBHHHH,TTSPTHS,PCBHCHT
ROW4298,Plus,"1,3,6",PPHDDBD,CDSPCTP,SPPHSHP,TSPPSHC,DHCBDSS,CPSSDTS
ROW4299,Hex,"3,6",TDTBCTC,DPCTBTD,CHHSTCT,CSHTHBD,STCPPPC,DCHTDDP
ROW4300,Blank,"1,4",THDPCTH,BSSHPBC,DTHHBDH,DSHSSDB,CCCSTBH,PBCBBTD
ROW4301,Diamond,"6",SHBBSHC,HSPBDTS,CTCBCDP,HCCPBDP,DCHPBDD,DPDBCDB
ROW4302,Blank,"2,3,4",HCSDPHD,BTDDPBS,BDPHTDT,TBSSPBH,BDDPSBP,TPSDHDC
ROW4303,Blank,"2,4,5,6",DDCSBCS,THDSHBC,TTTPHCC,CDPPCTB,SSBHDBT,CCSPDDS
ROW4304,Blank,"2,6",STPDSTH,TDCPBDP,CTDCBHC,BCCPDBT,HHCCDHB,SDSSTBC
ROW4305,Blank,"3,5,6",DPDCCST,PTCPSBC,CHHHSSP,CPCDPBC,PTTPCHD,PSBHDBH
ROW4306,Blank,"6",CSDSDTT,CTSCSCC,TPDBSTB,THSDPBD,TSBTCPD,CSPCTTT
ROW4307,Blank,"2,5",PSBCDPT,HSSPBCC,TSSSBHC,SBCDBTS,DSHHDHH,TBHCBSS
ROW4308,Plus,"3",BTPTTBC,SPDBTDH,HTSTHHD,TBDTCCH,DHBPTPP,DTSTPBC
ROW4309,Blank,"2,3,5",CCCSCHD,DHPBDCT,BBTTTBT,HHSDCCB,PBSPTSH,SCSBSTC
ROW4310,Hex,"2,4",HPPHDHB,BHTSTDD,BCTTPHP,HHTDCBC,PHDDDHC,BBPDSPP
ROW4311,Blank,"1,3",CTSBBCB,BSDTTCC,HTCSDSS,SHHTSTD,BBBBBBB,BBBBBBB
ROW4312,Snake,"2,3",HTCCSCT,DCSHTHC,TPBBSDH,STTSBPH,SBPCCDB,TTSTTSP
ROW4313,Blank,"6",HBCCHBC,BSPPTHC,BBBCHSP,SPBTBPH,DDHTPBH,CCPHTBB
ROW4314,Diamond,"2,3,6",TTBDHHD,PHDBHDH,PPTBBSP,TTBSBBB,CSPBHTB,CCTHDHB
ROW4315,Blank,"4",DBSSHTB,HPTHPBP,TBPBPCB,HCTPCDT,HDPSSDC,HBBHCBC
ROW4316,Blank,"5",PDHDHCS,DDCTCCH,DCDTPBD,CSPHCSP,SDTPDCH,BPHHHPH
ROW4317,Blank,"6",PHPSBBC,BHCDBBT,BPBHSTP,CPTCDST,BSBHCBS,THPPSCC
ROW4318,Snake,"1,3",BDHHCCC,BDCDBSD,CCTHDHB,STTTTPT,TSTTCHS,DBBTPBH
ROW4319,Blank,"4,6",PBBDBST,BBBBBBB,BBBBBBB,HTTHHSS,TPSPPCS,HDPSCTC
ROW4320,Blank,"3",BDBHPDS,CDHHTHS,STSDPCD,PDSSDTB,SCPDTPS,SBSBHCS
ROW4321,Blank,"3,5",HSPSTPH,TBSCDTS,TSSDDCC,HPHCTCS,PSBHCPC,CDPTTHS
ROW4322,Blank,"5,6",BPHPHTP,DBHDBDT,DDDTSHP,DHSHCSP,TTDBBHH,CBSHTCH
ROW4323,Blank,"2,6",PBSHBCD,HPHDBSD,CSSTPTP,SCBTDHT,PHBHPPC,BPSBPTC
ROW4324,Blank,"5,6",DHPTCDP,HHCCSTS,TSPSTDC,PBPHCPD,BBTTSPS,TSCSBTS
ROW4325,Clover,"4,6",CBTTTDH,BHDTCHC,DPHHSPS,DSPSDCH,PPPBBSB,BHTSBBP
ROW4326,Plus,"2,3,6",CBTTCDC,BBHSDDD,BSSTTDT,CSDTDSC,BTDHCDB,SBDPTHB
ROW4327,Blank,"2,5",HHDCCCB,CBBDTTS,STTBSPC,PBTBPDS,SSTDBDH,HPBCCSC
ROW4328,Blank,"1",HBDSCPC,DBTSCHB,CSTSCPH,BCSBCHT,CCSSBBH,DDSPDDB
ROW4329,Blank,"2",PDTCSCH,DSHBBDB,DPHBPTH,HSTTDCC,CBPTHDS,BDDHBPD
ROW4330,Diamond,"1,3",TCHSBBT,HCHSBSH,SCTCCCT,SHSHCBD,CBDBPBS,PSBBBSS
ROW4331,Blank,"1,5",BTCCHDS,PSSTTBD,DDBTTBS,DPBSDDD,PBHTSSP,DSBHBDP
ROW4332,Blank,"3",BCDTBBC,BPPBBPB,HDSPSCH,BTTCBTD,PHCHSDS,DHDHSBC
ROW4333,Blank,"2,5",PBCPPDB,SBCTTCD,TDDSBSD,HHTCBSD,HPSCCCB,HDTHHBH
ROW4334,Blank,"1,3,4",CCSBBCS,HDBCHHC,SBPTTPC,TCDPSSD,DTBCSDD,BDSDDDS
ROW4335,Blank,"6",SHDBPHC,TCSBCPT,BSHHBSP,DPSPPCH,TCSPDBP,HHCTPDD
ROW4336,Blank,"1,4",CTTTTTP,THDTTDB,CCDTPHT,DDBBSSD,CHSSPCB,HDHBSPT
ROW4337,Blank,"2,5",TCBPBPD,TSHPCDT,TTDSHBS,CSBSCBP,SHPCCDD,BTCSCCS
ROW4338,Hex,"6",CDHBTCT,DPBCPCD,TSPHPBD,THBTTSB,CBDPBHS,SHPHSHT
ROW4339,Blank,"1",DBPHTDD,DSCSPTD,HCDBSPS,DCTPPTP,CHBSBCH,PPHDBDC
ROW4340,Blank,"2,6",CSTTCDT,HCCSBHT,DSBPDBS,PBDCDPD,THCSCHS,HSSCDBC
ROW4341,Blank,"2,5",SBCSDSP,BSBTSHH,PCPPDPB,HCCCPDC,HBSDDCP,BHDTSBH
ROW4342,Blank,"3,4",CPSBCPP,CSHSBHH,HCTDDBD,HPPHCCB,PPCHBDC,PBCBHTB
ROW4343,Clover,"3",DCHPHSB,PHSPCBT,HDCTBHB,PTPSSCP,DCHTCBC,HHPPSDC
ROW4344,Blank,"2,6",HDDSBHD,CDTTSCP,DSBHBHD,BDPSHHS,PTCSDDP,CCCHHSB
ROW4345,Hex,"2,5",CBHDSSS,TTDHBPC,HTBPTHD,HCSTPDH,CPSTCDS,CSTBCCB
ROW4346,Snake,"2",SPBSCPC,HBCPHBS,TDDHCTS,DDBBPPD,BTSDTHD,TCBCTSH
ROW4347,Blank,"1,6",BPHDBTP,SBCDBPB,PTSTHTS,CHPTDDB,HTSTSCD,DDHBHTC
ROW4348,Blank,"1,5",BPHBTBP,CHPHDBB,TSHSTSC,PTTTCSC,BCSBPCC,HDTSDHS
ROW4349,Snake,"1,3",HHDSBCD,STCDCDP,THBTBCH,PCDBSPP,PSCCCCT,PHPSSSP
ROW4350,Blank,"4,5",CTHDSCH,CPDSDSC,HBBCPHB,HHCCSPH,SSHCDTD,PSHDBBH
ROW4351,Blank,"2,5,6",TCDHDTC,DSHHDHH,CHDTPPH,CDDCHDD,HPBPCHT,HTSDPTD
ROW4352,Blank,"2,4",SPHCTBD,SPDTTDT,PSBBBSS,HPPPDPB,TBPCHHC,PCPBSBH
ROW4353,Clover,"2,5",CCCSHBP,HBSCSBB,CPPSBSC,CCHTCDT,HBTDCPH,SHCTCBB
ROW4354,Blank,"4",BBBBBBB,BBBBBBB,BBBBBBB,HSDSPSS,BSDCBPD,PDBSDBD
ROW4355,Blank,"1,3,6",BHSSTBC,BSDCBPD,HHHPCBD,BCBBDDH,SPDBBBC,SHDSBSB
ROW4356,Blank,"3,5",TBTCBTP,SPDBBBC,PPHSBPD,HBHCCBB,CCCTCBS,PHHCDHT
ROW4357,Blank,"1,2,3",CBBHHPC,TSCDPCP,PTSDCSS,CCPSSSC,DSHCCDH,BDPHBDT
ROW4358,Blank,"1",HCPSCBC,DTTPCDP,PCBHSTC,SPHTCHH,HBSDCST,DPHBPTH
ROW4359,Blank,"3,5,6",PDCSCDT,PPBTCHS,PHCBBHC,TDDCSPH,CPDTBSC,DHDSHPP
ROW4360,Blank,"1,3",PTHSSSH,BTDCSDC,SBPHSBS,SSHCPPD,PBCSPCH,BSPHCPD
ROW4361,Hex,"2,6",PBHCDCH,DHHCBPC,TDTSDST,DDPCCTS,BDDPSCT,BHDSDHD
ROW4362,Blank,"3,5",HBSHCCT,TPSBHHH,HBBSPHH,TDCPSTD,DDBCSDP,TPTSTHH
ROW4363,Clover,"5",CDTPTDB,HSBHPPB,DCSTDHC,HSPBHBS,CTTHPSH,BPSHPCT
ROW4364,Diamond,"2,3,5",HTSBSSP,BSDSPTC,DDTCTTH,HTPBSDH,CHBBSTS,SDPCTTD
ROW4365,Blank,"4,6",CCHTSHT,BHCPHTP,CHBTHSB,SCSHDTH,HPBPSTB,BHPPTTH
ROW4366,Blank,"1",THBTPHD,PSHCPDP,HCTDBHT,SPBSTCT,HBTCHSP,DSSDPTC
ROW4367,Blank,"3,6",STHCSCT,HHSDPCC,SPSDHBB,TSHSPTC,CBSCSHD,CCSDCCS
ROW4368,Blank,"3,4",CHPCHPS,BSSPPCP,HBBHCDT,HCCSDDB,TTSHHHB,BBHBPPT
ROW4369,Blank,"2,5,6",PBBCTHC,DCCTPBD,CCBCBBS,STTHSPP,PBCSBBP,TBCDCTS
ROW4370,Blank,"3,6",TTBSBBB,HDHHBSD,HCPBTPP,HCSBCTB,HBPPSSS,BSHSHBH
ROW4371,Snake,"3",DCSCCSD,CHHDCSD,PCBBPHD,PSPSPBB,SCCBSPC,SBDTCCC
ROW4372,Blank,"1,2,5,6",BTSBCBB,BCCBCHP,HTTBHHB,BDCSTST,HBHSSHT,SHBHHDB
ROW4373,Blank,"3,6",HHBHSST,SBHDPPC,BTHBCHP,HSHDHCB,SCDHPSB,TBTCBTB
ROW4374,Blank,"1,3,4,5,6",DSDPCPB,HCTDHBH,PBBPPSS,HCBBSTD,PTBTCBC,PPPTPPH
ROW4375,Blank,"1,4",HTTDTCH,CSSPDHS,BBCSHSB,CPHSBTT,BHTHCSB,DCDPCCP
ROW4376,Blank,"6",PDHDHTT,TCTDTHP,DBSBPCC,PCSHCHC,DDBTBPT,CDDBHDH
ROW4377,Diamond,"3",HDDCBHC,BBHBTPP,HDHHPSC,THTTTPT,SSTPTSS,PHDTBBB
ROW4378,Blank,"4",HHDSDCS,BCDCHCS,PPPTBPB,BTDHPPP,TDCTSPS,DPHTBBH
ROW4379,Blank,"2,3,5",SPTSCDB,CPHDTCB,SPDTCCT,BPHPHTP,PSPSDSP,DHBPHDS
ROW4380,Blank,"2,3,6",BBBBBBB,CSTSBCT,PDHBCHS,SPHSTHD,TTPTPDD,TTPPBPD
ROW4381,Blank,"3,6",BBSTDTT,HCBCPDB,CBCSPBP,PDCPCCB,CTDBBTS,PTPDBCH
ROW4382,Diamond,"6",THPHHPP,BHHPPDH,CTHCDST,CHTBBBH,SPTSHSC,HPSSTDP
ROW4383,Blank,"3,6",BDTTBCT,CPCCTPS,PTSSPDH,HSDPBPD,SBSSDPT,STSPCST
ROW4384,Blank,"1,3",DHCDCBP,CHPSDPH,TTSPBCD,BPHPPTT,DCDTDPP,CBHBTCP
